"strainName"
"GCF_001989335.1"
"GCF_002018515.1"
"GCF_002021795.1"
"GCF_002068675.1"
"GCF_002068975.1"
"GCF_002069155.1"
"GCF_002240435.1"
"GCF_002240475.1"
"GCF_002240515.1"
"GCF_002285955.1"
"GCF_002285975.1"
"GCF_002285995.1"
"GCF_002286015.1"
"GCF_002286035.1"
"GCF_002286055.1"
"GCF_002286075.1"
"GCF_002286095.1"
"GCF_002286115.1"
"GCF_002286135.1"
"GCF_002286155.1"
"GCF_002286175.1"
"GCF_002286295.1"
"GCF_002286315.1"
"GCF_002286335.1"
"GCF_002286355.1"
"GCF_002286375.1"
"GCF_002310915.1"
"GCF_002442615.1"
"GCF_002442635.1"
"GCF_002442675.1"
"GCF_002442695.1"
"GCF_002442715.1"
"GCF_002442735.1"
"GCF_002442775.1"
"GCF_002442795.1"
"GCF_002442815.1"
"GCF_002859205.1"
"GCF_002859225.1"
"GCF_002859565.1"
"GCF_002859585.1"
"GCF_002859605.1"
"GCF_002859625.1"
"GCF_002859645.1"
"GCF_002859665.1"
"GCF_002859685.1"
"GCF_002859705.1"
"GCF_002859725.1"
"GCF_002859745.1"
"GCF_002859765.1"
"GCF_002859785.1"
"GCF_002859805.1"
"GCF_002859825.1"
"GCF_002859965.1"
"GCF_002892665.1"
"GCF_002892685.1"
"GCF_002892705.1"
"GCF_002892725.1"
"GCF_002892745.1"
"GCF_002892765.1"
"GCF_003184485.1"
"GCF_003186185.1"
"GCF_003186205.1"
"GCF_003186225.1"
"GCF_003186265.1"
"GCF_003186285.1"
"GCF_003186305.1"
"GCF_003186595.1"
"GCF_003186685.1"
"GCF_003186765.1"
"GCF_003355025.1"
"GCF_003355045.1"
"GCF_003355065.1"
"GCF_003355085.1"
"GCF_003431345.1"
"GCF_003443855.2"
"GCF_003855595.1"
"GCF_003860305.1"
"GCF_003991035.1"
"GCF_003991055.1"
"GCF_003991095.1"
"GCF_004006615.1"
"GCF_004006735.1"
"GCF_004006815.1"
"GCF_004006935.1"
"GCF_004007035.1"
"GCF_004007095.1"
"GCF_004007155.1"
"GCF_004007215.1"
"GCF_004007275.1"
"GCF_004007335.1"
"GCF_004007415.1"
"GCF_004007475.1"
"GCF_004007535.1"
"GCF_004007625.1"
"GCF_004008035.1"
"GCF_004008095.1"
"GCF_004008155.1"
"GCF_004008215.1"
"GCF_004008295.1"
"GCF_004008355.1"
"GCF_004008415.1"
"GCF_004008475.1"
"GCF_004008555.1"
"GCF_004008595.1"
"GCF_004008655.1"
"GCF_004008715.1"
"GCF_004008795.1"
"GCF_004008855.1"
"GCF_004008915.1"
"GCF_004008935.1"
"GCF_004008955.1"
"GCF_004008975.1"
"GCF_004008995.1"
"GCF_004009015.1"
"GCF_004009035.1"
"GCF_004009055.1"
"GCF_004009075.1"
"GCF_004009095.1"
"GCF_004009115.1"
"GCF_004009135.1"
"GCF_004009155.1"
"GCF_004009175.1"
"GCF_004009195.1"
"GCF_004009215.1"
"GCF_004009235.1"
"GCF_004009255.1"
"GCF_004009275.1"
"GCF_004009295.1"
"GCF_004009315.1"
"GCF_004009335.1"
"GCF_004009355.1"
"GCF_004009375.1"
"GCF_004009395.1"
"GCF_004009415.1"
"GCF_004009435.1"
"GCF_004009455.1"
"GCF_004009475.1"
"GCF_004009495.1"
"GCF_004009515.1"
"GCF_004009535.1"
"GCF_004009555.1"
"GCF_004009575.1"
"GCF_004009595.1"
"GCF_004009655.1"
"GCF_004009675.1"
"GCF_004009695.1"
"GCF_004009715.1"
"GCF_004009735.1"
"GCF_004009775.1"
"GCF_004009795.1"
"GCF_004009815.1"
"GCF_004323615.2"
"GCF_004634505.1"
"GCF_004634525.1"
"GCF_004634565.1"
"GCF_004634585.1"
"GCF_004634605.1"
"GCF_004634625.1"
"GCF_004634645.1"
"GCF_004634665.1"
"GCF_004634685.1"
"GCF_004634705.1"
"GCF_004634725.1"
"GCF_004634745.1"
"GCF_004634765.1"
"GCF_004634785.1"
"GCF_004634805.1"
"GCF_004634825.1"
"GCF_004634845.1"
"GCF_004634865.1"
"GCF_004634885.1"
"GCF_004634905.1"
"GCF_004634925.1"
"GCF_004635085.1"
"GCF_004635105.1"
"GCF_004635125.1"
"GCF_004635145.1"
"GCF_004635165.1"
"GCF_004635185.1"
"GCF_004635205.1"
"GCF_004635225.1"
"GCF_004635245.1"
"GCF_004635265.1"
"GCF_004635285.1"
"GCF_004635305.1"
"GCF_004635325.1"
"GCF_004635345.1"
"GCF_004635365.1"
"GCF_004635385.1"
"GCF_004635405.1"
"GCF_004635425.1"
"GCF_004635445.1"
"GCF_004635465.1"
"GCF_004635485.1"
"GCF_004635505.1"
"GCF_004635525.1"
"GCF_004635545.1"
"GCF_004635565.1"
"GCF_004635585.1"
"GCF_004635605.1"
"GCF_004635625.1"
"GCF_004635645.1"
"GCF_004635665.1"
"GCF_004635705.1"
"GCF_004635725.1"
"GCF_004635745.1"
"GCF_004635765.1"
"GCF_004635785.1"
"GCF_004635805.1"
"GCF_004635825.1"
"GCF_004635845.1"
"GCF_004635865.1"
"GCF_004635885.1"
"GCF_004635905.1"
"GCF_004635925.1"
"GCF_004635945.1"
"GCF_004635965.1"
"GCF_004635985.1"
"GCF_004636005.1"
"GCF_004636025.1"
"GCF_004636045.1"
"GCF_004636065.1"
"GCF_004636085.1"
"GCF_004636105.1"
"GCF_004636125.1"
"GCF_004636145.1"
"GCF_004636165.1"
"GCF_004636185.1"
"GCF_004636205.1"
"GCF_004636225.1"
"GCF_004636245.1"
"GCF_004636265.1"
"GCF_004636285.1"
"GCF_004636305.1"
"GCF_004636325.1"
"GCF_004636345.1"
"GCF_004636365.1"
"GCF_004636385.1"
"GCF_004636405.1"
"GCF_004636425.1"
"GCF_004636445.1"
"GCF_004636465.1"
"GCF_004636485.1"
"GCF_004636505.1"
"GCF_004636525.1"
"GCF_004636545.1"
"GCF_004636565.1"
"GCF_004636785.1"
"GCF_004636805.1"
"GCF_004636825.1"
"GCF_004636845.1"
"GCF_004636865.1"
"GCF_004636885.1"
"GCF_004636905.1"
"GCF_004636925.1"
"GCF_004636945.1"
"GCF_004636965.1"
"GCF_004636985.1"
"GCF_004637005.1"
"GCF_004637025.1"
"GCF_004637045.1"
"GCF_004637065.1"
"GCF_004637085.1"
"GCF_004637105.1"
"GCF_004637145.1"
"GCF_004637165.1"
"GCF_004637185.1"
"GCF_004637205.1"
"GCF_004637225.1"
"GCF_004637245.1"
"GCF_004637265.1"
"GCF_004771055.1"
"GCF_004794295.1"
"GCF_008330005.1"
"GCF_008693665.1"
"GCF_009625735.1"
"GCF_009625755.1"
"GCF_009625775.1"
"GCF_009625795.1"
"GCF_009625835.1"
"GCF_009625875.1"
"GCF_009625895.1"
"GCF_009625915.1"
"GCF_009625935.1"
"GCF_009625955.1"
"GCF_009625975.1"
"GCF_009625995.1"
"GCF_009626015.1"
"GCF_009626035.1"
"GCF_009626055.1"
"GCF_009626075.1"
"GCF_009626115.1"
"GCF_009626135.1"
"GCF_009626155.1"
"GCF_009626175.1"
"GCF_009626195.1"
"GCF_009626215.1"
"GCF_009626235.1"
"GCF_009626255.1"
"GCF_009626275.1"
"GCF_009626295.1"
"GCF_009626315.1"
"GCF_009626335.1"
"GCF_009626355.1"
"GCF_009626375.1"
"GCF_009626395.1"
"GCF_009626415.1"
"GCF_009626435.1"
"GCF_009626455.1"
"GCF_009626495.1"
"GCF_009626515.1"
"GCF_009626535.1"
"GCF_009626555.1"
"GCF_009626595.1"
"GCF_009626615.1"
"GCF_009626635.1"
"GCF_009626655.1"
"GCF_009626675.1"
"GCF_009626695.1"
"GCF_009626715.1"
"GCF_009626735.1"
"GCF_009626755.1"
"GCF_009626775.1"
"GCF_009626795.1"
"GCF_009626835.1"
"GCF_009626855.1"
"GCF_009626875.1"
"GCF_009627235.1"
"GCF_009627255.1"
"GCF_009627315.1"
"GCF_009627335.1"
"GCF_009627555.1"
"GCF_009627635.1"
"GCF_009627675.1"
"GCF_009627695.1"
"GCF_009627715.1"
"GCF_009627735.1"
"GCF_009627755.1"
"GCF_012974185.1"
"GCF_012974225.1"
"GCF_016804265.1"
"GCF_016903095.1"
"GCF_016903175.1"
"GCF_016904215.1"
"GCF_016904355.1"
"GCF_016904375.1"
"GCF_017357165.1"
"GCF_017357185.1"
"GCF_019974435.1"
"GCF_020735885.1"
"GCF_020735925.1"
"GCF_020735965.1"
"GCF_020736265.1"
"GCF_022404835.1"
"GCF_022404855.1"
"GCF_022406915.1"
"GCF_022406935.1"
"GCF_022406975.1"
"GCF_022406995.1"
"GCF_022407015.1"
"GCF_022407075.1"
"GCF_022407135.1"
"GCF_022407175.1"
"GCF_022407235.1"
"GCF_022407295.1"
"GCF_022407515.1"
"GCF_022407655.1"
"GCF_022407775.1"
"GCF_022407895.1"
"GCF_022408035.1"
"GCF_022409135.1"
"GCF_022409175.1"
"GCF_022409235.1"
"GCF_022409295.1"
"GCF_022409315.1"
"GCF_022409375.1"
"GCF_022409395.1"
"GCF_022409415.1"
"GCF_022409515.1"
"GCF_022409535.1"
"GCF_022409575.1"
"GCF_023612135.1"
"GCF_026001265.1"
"GCF_900186845.1"
"GCF_900187345.1"
"GCF_900327835.1"
"GCF_900327845.1"
"GCF_900327855.1"
"GCF_900327865.1"
"GCF_900327875.1"
"GCF_900465145.1"
"GCF_900465165.1"
"GCF_900465175.1"
"GCF_900465715.1"
"GCF_900465735.1"
"GCF_900465745.1"
"GCF_900465785.1"
"GCF_900465795.1"
"GCF_900465925.1"
"GCF_900475665.1"
"GCF_900475845.1"
"GCF_900636925.1"
"GCF_900636935.1"
"GCF_900637995.1"
"GCF_901472525.1"
"GCF_901482575.1"
